practice_input,target_hsn8,target_hsn4,target_hsn6,target_description,difficulty,source
alaska pollock theragra chalcogramma,03036700,0303,030367,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),easy,training_mode
alaska theragra chalcogramma,03036700,0303,030367,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),medium,training_mode
alask polloc theragr chalcogramm,03036700,0303,030367,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),hard,training_mode
blue whitings micromesistius poutassou micromesistiusaustralis,03036800,0303,030368,"BLUE WHITINGS (MICROMESISTIUS POUTASSOU,MICROMESISTIUSAUSTRALIS)",easy,training_mode
blue micromesistius poutassou,03036800,0303,030368,"BLUE WHITINGS (MICROMESISTIUS POUTASSOU,MICROMESISTIUSAUSTRALIS)",medium,training_mode
blue whiting micromesistiu poutasso micromesistiusaustrali,03036800,0303,030368,"BLUE WHITINGS (MICROMESISTIUS POUTASSOU,MICROMESISTIUSAUSTRALIS)",hard,training_mode
other,03036900,0303,030369,other,easy,training_mode
othe,03036900,0303,030369,other,hard,training_mode
fish frozen excluding fish fillets andother,03037100,0303,030371,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS(SPRATTUS SPRATTUS)",easy,training_mode
fish excluding fish andother fish of,03037100,0303,030371,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS(SPRATTUS SPRATTUS)",medium,training_mode
fish froze excludin fish fillet andothe,03037100,0303,030371,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS(SPRATTUS SPRATTUS)",hard,training_mode
fish frozen excluding fish fillets andother,03037200,0303,030372,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : HADDOCK (MELANOGRAMMUS AEGLEFINUS)",easy,training_mode
fish excluding fish andother fish of,03037200,0303,030372,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : HADDOCK (MELANOGRAMMUS AEGLEFINUS)",medium,training_mode
fish froze excludin fish fillet andothe,03037200,0303,030372,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : HADDOCK (MELANOGRAMMUS AEGLEFINUS)",hard,training_mode
fish frozen excluding fish fillets andother,03037300,0303,030373,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : COALFISH (POLLACHIUS VIRENS)",easy,training_mode
fish excluding fish andother fish of,03037300,0303,030373,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : COALFISH (POLLACHIUS VIRENS)",medium,training_mode
fish froze excludin fish fillet andothe,03037300,0303,030373,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : COALFISH (POLLACHIUS VIRENS)",hard,training_mode
fish frozen excluding fish fillets andother,03037400,0303,030374,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)",easy,training_mode
fish excluding fish andother fish of,03037400,0303,030374,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)",medium,training_mode
fish froze excludin fish fillet andothe,03037400,0303,030374,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)",hard,training_mode
fish frozen excluding fish fillets andother,03037500,0303,030375,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : DOGFISH AND OTHER SHARKS",easy,training_mode
fish excluding fish andother fish of,03037500,0303,030375,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : DOGFISH AND OTHER SHARKS",medium,training_mode
fish froze excludin fish fillet andothe,03037500,0303,030375,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : DOGFISH AND OTHER SHARKS",hard,training_mode
fish frozen excluding fish fillets andother,03037600,0303,030376,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : EELS (ANGUILLA SPP.)",easy,training_mode
fish excluding fish andother fish of,03037600,0303,030376,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : EELS (ANGUILLA SPP.)",medium,training_mode
fish froze excludin fish fillet andothe,03037600,0303,030376,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : EELS (ANGUILLA SPP.)",hard,training_mode
fish frozen excluding fish fillets andother,03037700,0303,030377,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : SEA BASS (DICENTRARCHUS LABRAX, DICENTRARCHUS PUNCTATUS)",easy,training_mode
fish excluding fish andother fish of,03037700,0303,030377,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : SEA BASS (DICENTRARCHUS LABRAX, DICENTRARCHUS PUNCTATUS)",medium,training_mode
fish froze excludin fish fillet andothe,03037700,0303,030377,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : SEA BASS (DICENTRARCHUS LABRAX, DICENTRARCHUS PUNCTATUS)",hard,training_mode
fish frozen excluding fish fillets andother,03037800,0303,030378,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)",easy,training_mode
fish excluding fish andother fish of,03037800,0303,030378,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)",medium,training_mode
fish froze excludin fish fillet andothe,03037800,0303,030378,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)",hard,training_mode
fish frozen excluding fish fillets andother,03037910,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : HILSA",easy,training_mode
fish excluding fish andother fish of,03037910,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : HILSA",medium,training_mode
fish froze excludin fish fillet andothe,03037910,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : HILSA",hard,training_mode
fish frozen excluding fish fillets andother,03037920,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : DARA",easy,training_mode
fish excluding fish andother fish of,03037920,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : DARA",medium,training_mode
fish froze excludin fish fillet andothe,03037920,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : DARA",hard,training_mode
fish frozen excluding fish fillets andother,03037930,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : RIBBON FISH",easy,training_mode
fish excluding fish andother fish of,03037930,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : RIBBON FISH",medium,training_mode
fish froze excludin fish fillet andothe,03037930,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : RIBBON FISH",hard,training_mode
fish frozen excluding fish fillets andother,03037940,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : SEER",easy,training_mode
fish excluding fish andother fish of,03037940,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : SEER",medium,training_mode
fish froze excludin fish fillet andothe,03037940,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : SEER",hard,training_mode
fish frozen excluding fish fillets andother,03037950,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : POMFRET (WHITE OR SILVER OR BLACK)",easy,training_mode
fish excluding fish andother fish of,03037950,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : POMFRET (WHITE OR SILVER OR BLACK)",medium,training_mode
fish froze excludin fish fillet andothe,03037950,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : POMFRET (WHITE OR SILVER OR BLACK)",hard,training_mode
fish frozen excluding fish fillets andother,03037960,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : GHOLE",easy,training_mode
fish excluding fish andother fish of,03037960,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : GHOLE",medium,training_mode
fish froze excludin fish fillet andothe,03037960,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : GHOLE",hard,training_mode
fish frozen excluding fish fillets andother,03037970,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : THREADFIN",easy,training_mode
fish excluding fish andother fish of,03037970,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : THREADFIN",medium,training_mode
fish froze excludin fish fillet andothe,03037970,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : THREADFIN",hard,training_mode
fish frozen excluding fish fillets andother,03037980,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : CROACKER, GROUPER, HOUNDER",easy,training_mode
fish excluding fish andother fish of,03037980,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : CROACKER, GROUPER, HOUNDER",medium,training_mode
fish froze excludin fish fillet andothe,03037980,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : CROACKER, GROUPER, HOUNDER",hard,training_mode
fish frozen excluding fish fillets andother,03037991,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : EDIBLE FISHMAWS OF WILD LIFE",easy,training_mode
fish excluding fish andother fish of,03037991,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : EDIBLE FISHMAWS OF WILD LIFE",medium,training_mode
fish froze excludin fish fillet andothe,03037991,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : EDIBLE FISHMAWS OF WILD LIFE",hard,training_mode
fish frozen excluding fish fillets andother,03037992,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : EDIBLE SHARK FINS OF WILD LIFE",easy,training_mode
fish excluding fish andother fish of,03037992,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : EDIBLE SHARK FINS OF WILD LIFE",medium,training_mode
fish froze excludin fish fillet andothe,03037992,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : EDIBLE SHARK FINS OF WILD LIFE",hard,training_mode
fish frozen excluding fish fillets andother,03037999,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : OTHER",easy,training_mode
fish excluding fish andother fish of,03037999,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : OTHER",medium,training_mode
fish froze excludin fish fillet andothe,03037999,0303,030379,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : OTHER",hard,training_mode
fish frozen excluding fish fillets andother,03038010,0303,030380,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304LIVERS AND ROES  EGG OR EGG YOLK OF FISH INCLUDING SHRIMPS",easy,training_mode
fish excluding fish andother fish of,03038010,0303,030380,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304LIVERS AND ROES  EGG OR EGG YOLK OF FISH INCLUDING SHRIMPS",medium,training_mode
fish froze excludin fish fillet andothe,03038010,0303,030380,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304LIVERS AND ROES  EGG OR EGG YOLK OF FISH INCLUDING SHRIMPS",hard,training_mode
fish frozen excluding fish fillets andother,03038090,0303,030380,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304LIVERS AND ROES  OTHER",easy,training_mode
fish excluding fish andother fish of,03038090,0303,030380,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304LIVERS AND ROES  OTHER",medium,training_mode
fish froze excludin fish fillet andothe,03038090,0303,030380,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304LIVERS AND ROES  OTHER",hard,training_mode
dogfish,03038110,0303,030381,DOGFISH,easy,training_mode
dogfis,03038110,0303,030381,DOGFISH,hard,training_mode
other sharks,03038190,0303,030381,OTHER SHARKS,easy,training_mode
othe shark,03038190,0303,030381,OTHER SHARKS,hard,training_mode
rays and skates rajidae,03038200,0303,030382,RAYS AND SKATES (RAJIDAE),easy,training_mode
rays skates rajidae,03038200,0303,030382,RAYS AND SKATES (RAJIDAE),medium,training_mode
rays and skate rajida,03038200,0303,030382,RAYS AND SKATES (RAJIDAE),hard,training_mode
toothfish dissostichus spp,03038300,0303,030383,TOOTHFISH (DISSOSTICHUS SPP.),easy,training_mode
toothfish spp,03038300,0303,030383,TOOTHFISH (DISSOSTICHUS SPP.),medium,training_mode
toothfis dissostichu spp,03038300,0303,030383,TOOTHFISH (DISSOSTICHUS SPP.),hard,training_mode
sea bass dicentrarchus spp,03038400,0303,030384,SEA BASS (DICENTRARCHUS SPP.),easy,training_mode
sea dicentrarchus spp,03038400,0303,030384,SEA BASS (DICENTRARCHUS SPP.),medium,training_mode
sea bass dicentrarchu spp,03038400,0303,030384,SEA BASS (DICENTRARCHUS SPP.),hard,training_mode
hilsa tenualosa ilisha,03038910,0303,030389,HILSA (TENUALOSA ILISHA),easy,training_mode
hilsa ilisha,03038910,0303,030389,HILSA (TENUALOSA ILISHA),medium,training_mode
hils tenualos ilish,03038910,0303,030389,HILSA (TENUALOSA ILISHA),hard,training_mode
dara,03038920,0303,030389,DARA,easy,training_mode
ribbon fish,03038930,0303,030389,RIBBON FISH,easy,training_mode
ribbo fish,03038930,0303,030389,RIBBON FISH,hard,training_mode
seer,03038940,0303,030389,SEER,easy,training_mode
pomfret white or silver or black,03038950,0303,030389,POMFRET (WHITE OR SILVER OR BLACK),easy,training_mode
pomfret or silver black,03038950,0303,030389,POMFRET (WHITE OR SILVER OR BLACK),medium,training_mode
pomfre whit or silve or blac,03038950,0303,030389,POMFRET (WHITE OR SILVER OR BLACK),hard,training_mode
ghol,03038960,0303,030389,GHOL,easy,training_mode
threadfin,03038970,0303,030389,THREADFIN,easy,training_mode
threadfi,03038970,0303,030389,THREADFIN,hard,training_mode
croakers groupers and flounders,03038980,0303,030389,"CROAKERS, GROUPERS AND FLOUNDERS",easy,training_mode
croakers and flounders,03038980,0303,030389,"CROAKERS, GROUPERS AND FLOUNDERS",medium,training_mode
croaker grouper and flounder,03038980,0303,030389,"CROAKERS, GROUPERS AND FLOUNDERS",hard,training_mode
other,03038990,0303,030389,Other,easy,training_mode
othe,03038990,0303,030389,Other,hard,training_mode
edible fishmaws of wild life,03038991,0303,030389,EDIBLE FISHMAWS OF WILD LIFE,easy,training_mode
edible of wild,03038991,0303,030389,EDIBLE FISHMAWS OF WILD LIFE,medium,training_mode
edibl fishmaw of wild life,03038991,0303,030389,EDIBLE FISHMAWS OF WILD LIFE,hard,training_mode
edible shark fins of wild life,03038992,0303,030389,EDIBLE SHARK FINS OF WILD LIFE,easy,training_mode
edible fins of life,03038992,0303,030389,EDIBLE SHARK FINS OF WILD LIFE,medium,training_mode
edibl shar fins of wild life,03038992,0303,030389,EDIBLE SHARK FINS OF WILD LIFE,hard,training_mode
other,03038999,0303,030389,OTHER,easy,training_mode
othe,03038999,0303,030389,OTHER,hard,training_mode
egg or egg yolk of fish,03039010,0303,030390,EGG OR EGG YOLK OF FISH,easy,training_mode
egg egg yolk fish,03039010,0303,030390,EGG OR EGG YOLK OF FISH,medium,training_mode
other,03039090,0303,030390,OTHER,easy,training_mode
othe,03039090,0303,030390,OTHER,hard,training_mode
egg or egg yolk of fish,03039110,0303,030391,Egg or Egg yolk of fish,easy,training_mode
egg egg yolk fish,03039110,0303,030391,Egg or Egg yolk of fish,medium,training_mode
other,03039190,0303,030391,Other,easy,training_mode
othe,03039190,0303,030391,Other,hard,training_mode
shark fins,03039200,0303,030392,SHARK FINS,easy,training_mode
shar fins,03039200,0303,030392,SHARK FINS,hard,training_mode
shark fins,03039210,0303,030392,Shark fins,easy,training_mode
shar fins,03039210,0303,030392,Shark fins,hard,training_mode
fish fins other than shark fins,03039910,0303,030399,"FISH FINS OTHER THAN SHARK FINS, HEADS, TAILS AND MAWS",easy,training_mode
fish other than fins heads and,03039910,0303,030399,"FISH FINS OTHER THAN SHARK FINS, HEADS, TAILS AND MAWS",medium,training_mode
fish fins othe than shar fins,03039910,0303,030399,"FISH FINS OTHER THAN SHARK FINS, HEADS, TAILS AND MAWS",hard,training_mode
other edible fish offal,03039990,0303,030399,Other edible fish offal,easy,training_mode
other fish offal,03039990,0303,030399,Other edible fish offal,medium,training_mode
othe edibl fish offa,03039990,0303,030399,Other edible fish offal,hard,training_mode
fish fillets and other fish meat,03041000,0304,030410,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FRESH OR CHILLED",easy,training_mode
fish and other meat whether not,03041000,0304,030410,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FRESH OR CHILLED",medium,training_mode
fish fillet and othe fish meat,03041000,0304,030410,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FRESH OR CHILLED",hard,training_mode
fish fillets and other fish meat,03041100,0304,030411,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN -FRESH OR CHILLED: -- SWORDFISH (XIPHIA GLADIUS)",easy,training_mode
fish and other meat whether not,03041100,0304,030411,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN -FRESH OR CHILLED: -- SWORDFISH (XIPHIA GLADIUS)",medium,training_mode
fish fillet and othe fish meat,03041100,0304,030411,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN -FRESH OR CHILLED: -- SWORDFISH (XIPHIA GLADIUS)",hard,training_mode
fish fillets and other fish meat,03041200,0304,030412,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FRESH OR CHILLED: -- TOOTHFISH (DISSOSTICHUS SPP.)",easy,training_mode
fish and other meat whether not,03041200,0304,030412,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FRESH OR CHILLED: -- TOOTHFISH (DISSOSTICHUS SPP.)",medium,training_mode
fish fillet and othe fish meat,03041200,0304,030412,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FRESH OR CHILLED: -- TOOTHFISH (DISSOSTICHUS SPP.)",hard,training_mode
fish fillets and other fish meat,03041900,0304,030419,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN - FRESH OR CHILLED: -- OTHER",easy,training_mode
fish and other meat whether not,03041900,0304,030419,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN - FRESH OR CHILLED: -- OTHER",medium,training_mode
fish fillet and othe fish meat,03041900,0304,030419,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN - FRESH OR CHILLED: -- OTHER",hard,training_mode
fish fillets and other fish meat,03042010,0304,030420,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  HILSA",easy,training_mode
fish and other meat whether not,03042010,0304,030420,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  HILSA",medium,training_mode
fish fillet and othe fish meat,03042010,0304,030420,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  HILSA",hard,training_mode
